IMAGE\LABEL	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	tanks	trees	water
intersection07	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0
intersection08	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
intersection09	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection10	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection11	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
intersection12	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection13	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
intersection14	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection15	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
intersection16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection17	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
intersection18	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
intersection19	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
intersection20	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
intersection21	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection22	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection23	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection24	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection25	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection26	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection27	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection28	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
intersection29	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
intersection30	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential00	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential01	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential02	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential03	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential04	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential05	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential06	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential07	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential08	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential09	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential10	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential11	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential12	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential13	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential14	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential15	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential16	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential17	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential18	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential19	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
mediumresidential20	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential21	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential22	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential23	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential24	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential25	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential26	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential27	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential28	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential29	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mediumresidential30	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
mobilehomepark00	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark01	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark02	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark03	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark04	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark05	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark06	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark07	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark08	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark09	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark10	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark11	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark12	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark13	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark14	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark15	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark16	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark17	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark18	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark19	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark20	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark21	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark22	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
mobilehomepark23	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark24	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark25	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark26	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
mobilehomepark27	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
mobilehomepark28	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark29	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
mobilehomepark30	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0
overpass00	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
overpass01	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
overpass02	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass03	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass04	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass05	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass06	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
overpass07	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass08	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass09	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass10	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass11	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
overpass12	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass13	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
overpass14	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
overpass15	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
overpass17	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass18	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass19	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass20	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass21	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass22	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass23	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass24	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass25	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass26	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
overpass27	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass28	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
overpass29	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
overpass30	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot00	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot01	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot02	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot03	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot04	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot05	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot06	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot07	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot08	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot09	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot10	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot14	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot15	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot16	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot17	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot18	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot19	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot20	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
parkinglot21	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot22	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot23	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot24	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot25	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
parkinglot26	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
parkinglot27	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
parkinglot28	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
parkinglot29	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
parkinglot30	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
river00	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river01	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river02	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river03	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river04	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1
river05	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
river06	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
river07	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
river08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
river09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
river10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
river11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
river12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
river14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
river15	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river16	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river17	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river20	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river21	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
river22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river24	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
river25	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
river26	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river27	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river28	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
river29	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
river30	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
runway00	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway01	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway02	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
runway03	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway04	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
runway06	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway07	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
runway08	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway09	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway12	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway13	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway14	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway15	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway16	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway17	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway18	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway19	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway20	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway21	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway22	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway23	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway24	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway25	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway26	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway27	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway28	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway29	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
runway30	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential00	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential01	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential02	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential03	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
sparseresidential04	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
sparseresidential05	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential06	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential07	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential08	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
sparseresidential09	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential10	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential11	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
sparseresidential12	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0
sparseresidential13	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0
sparseresidential14	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0
sparseresidential15	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0
sparseresidential16	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential17	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential18	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential19	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential20	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential21	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential22	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential23	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential24	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
sparseresidential25	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential26	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential27	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential28	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential29	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sparseresidential30	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
storagetanks00	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0
storagetanks01	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
storagetanks02	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
storagetanks03	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks04	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks05	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
storagetanks06	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0
storagetanks07	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0
storagetanks08	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks09	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks10	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks11	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks12	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks13	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks14	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks15	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks16	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks17	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0
storagetanks18	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks19	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks20	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks21	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
storagetanks22	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
storagetanks23	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
storagetanks25	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
storagetanks26	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
storagetanks27	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks28	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks29	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
storagetanks30	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
tenniscourt00	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt01	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
tenniscourt02	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt03	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt04	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt05	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt06	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt07	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
tenniscourt08	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt09	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt10	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
tenniscourt11	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt12	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
tenniscourt13	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
tenniscourt14	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt15	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt16	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt17	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt18	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt19	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt20	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt21	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt22	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt23	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
tenniscourt24	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt25	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt26	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt27	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
tenniscourt28	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt29	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
tenniscourt30	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
